id,year,code,title,totemp
1645,2001,483,Radio and Television Broadcasting Stations,250540
1646,2001,484,Cable and Other Pay Television Services,228800
1647,2001,489,"Communications Services, not elsewhere classified",33610
1648,2001,491,Electric Services,364820
1649,2001,492,Gas Production and Distribution,124280
1650,2001,493,"Combination Electric and Gas, and Other Utility Services",145730
1651,2001,494,Water Supply,35480
1652,2001,495,Sanitary Services,177190
1653,2001,496,Steam and Air-Conditioning Supply,2040
1654,2001,497,Irrigation Systems,2840
1655,2001,501,Motor Vehicles and Motor Vehicle Parts and Supplies,497140
1656,2001,502,Furniture and Home Furnishings,162330
1657,2001,503,Lumber and Other Construction Materials,280260
1658,2001,504,Professional and Commercial Equipment and Supplies,897990
1659,2001,505,"Metals and Minerals, Except Petroleum",145220
1660,2001,506,Electrical Goods,539440
1661,2001,507,"Hardware, and Plumbing and Heating Equipment",304760
1662,2001,508,"Machinery, Equipment, and Supplies",796840
1663,2001,509,Miscellaneous Durable Goods,314270
1664,2001,511,Paper and Paper Products,252070
1665,2001,512,"Drugs, Drug Proprietaries, and Druggists' Sundries",280570
1666,2001,513,"Apparel, Piece Goods, and Notions",199500
1667,2001,514,Groceries and Related Products,923680
1668,2001,515,Farm-Product Raw Materials,97180
1669,2001,516,Chemicals and Allied Products,154140
1670,2001,517,Petroleum and Petroleum Products,141660
1671,2001,518,"Beer, Wine, and Distilled Alcoholic Beverages",166310
1672,2001,519,Miscellaneous Non-Durable Goods,517350
1673,2001,521,Lumber and Other Building Materials Dealers,663920
1674,2001,523,"Paint, Glass and Wallpaper Stores",60780
1675,2001,525,Hardware Stores,156320
1676,2001,526,"Retail Nurseries, Lawn and Garden Supply Stores",96710
1677,2001,527,Mobile Home Dealers,36150
1678,2001,531,Department Stores,2546450
1679,2001,533,Variety Stores,156570
1680,2001,539,Miscellaneous General Merchandise Stores,182060
1681,2001,541,Grocery Stores,3011310
1682,2001,542,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",49450
1683,2001,543,Fruit and Vegetable Markets,31380
1684,2001,544,"Candy, Nut, and Confectionery Stores",36180
1685,2001,545,Dairy Products Stores,14780
1686,2001,546,Retail Bakeries,193440
1687,2001,549,Miscellaneous Food Stores,85870
1688,2001,551,Motor Vehicle Dealers (New and Used),1128170
1689,2001,552,Motor Vehicle Dealers (Used Only),109540
1690,2001,553,Auto and Home Supply Stores,405840
1691,2001,554,Gasoline Service Stations,630340
1692,2001,555,Boat Dealers,40820
1693,2001,556,Recreational Vehicle Dealers,31720
1694,2001,557,Motorcycle Dealers,49710
1695,2001,559,"Automotive Dealers, not elsewhere classified",13100
1696,2001,561,Men's and Boys' Clothing and Accessory Stores,80300
1697,2001,562,Women's Clothing Stores,263850
1698,2001,563,Women's Accessory and Specialty Stores,55310
1699,2001,564,Children's and Infants' Wear Stores,55940
1700,2001,565,Family Clothing Stores,455680
1701,2001,566,Shoe Stores,187080
1702,2001,569,Miscellaneous Apparel and Accessory Stores,69170
1703,2001,571,Home Furniture and Furnishings Stores,564440
1704,2001,572,Household Appliance Stores,73360
1705,2001,573,"Radio, Television, Consumer Electronics, and Music Stores",477560
1706,2001,581,Eating and Drinking Places,8241190
1707,2001,591,Drug Stores and Proprietary Stores,693780
1708,2001,592,Liquor Stores,115790
1709,2001,593,Used Merchandise Stores,132350
1710,2001,594,Miscellaneous Shopping Goods Stores,1096330
1711,2001,596,Nonstore Retailers,379830
1712,2001,598,Fuel Dealers,95620
1713,2001,599,"Retail Stores, not elsewhere classified",560830
1714,2001,601,Central Reserve Depository Institutions,25700
1715,2001,602,Commercial Banks,1413630
1716,2001,603,Savings Institutions,261030
1717,2001,606,Credit Unions,203760
1718,2001,608,Foreign Banking and Branches and Agencies of Foreign Banks,25710
1719,2001,609,Functions Related To Depository Banking,111890
1720,2001,611,Federal and Federally-Sponsored Credit Agencies,21870
1721,2001,614,Personal Credit Institutions,221780
1722,2001,615,Business Credit Institutions,147700
1723,2001,616,Mortgage Bankers and Brokers,338880
1724,2001,621,"Security Brokers, Dealers, and Flotation Companies",548990
1725,2001,622,Commodity Contracts Brokers and Dealers,18800
1726,2001,623,Security and Commodity Exchanges,9750
1727,2001,628,Services Allied With The Exchange of Securities,190540
1728,2001,631,Life Insurance,341670
1729,2001,632,Accident and Health Insurance and Medical,395750
1730,2001,633,"Fire, Marine, and Casualty Insurance",539970
1731,2001,635,Surety Insurance,24930
1732,2001,636,Title Insurance,85540
1733,2001,637,"Pension, Health, and Welfare Funds",70610
1734,2001,639,"Insurance Carriers, not elsewhere classified",7310
1735,2001,641,"Insurance Agents, Brokers, and Service",782180
1736,2001,651,Real Estate Operators (Except Developers) and Lessors,583670
1737,2001,653,Real Estate Agents and Managers,783460
1738,2001,654,Title Abstract Offices,48870
1739,2001,655,Land Subdividers and Developers,128570
1740,2001,671,Holding Offices,103960
1741,2001,672,Investment Offices,28940
1742,2001,673,Trusts,59270
1743,2001,679,Miscellaneous Investing,58780
1744,2001,701,Hotels and Motels,1711570
1745,2001,702,Rooming and Boarding Houses,7070
1746,2001,703,Camps and Recreational Vehicle Parks,42220
1747,2001,704,"Organization Hotels and Lodging Houses, On Membership Basis",12120
1748,2001,721,"Laundry, Cleaning, and Garment Services",429080
1749,2001,722,"Photographic Studios, Portrait",78860
1750,2001,723,Beauty Shops,443080
1751,2001,724,Barber Shops,10080
1752,2001,725,Shoe Repair Shops and Shoeshine Parlors,3400
1753,2001,726,Funeral Service and Crematories,105850
1754,2001,729,Miscellaneous Personal Services,215370
1755,2001,731,Advertising,279380
1756,2001,732,"Consumer Credit Reporting Agencies, Mercantile",170450
1757,2001,733,"Mailing, Reproduction, Commercial Art and Photography, and Stenographic Services",317220
1758,2001,734,Services To Dwellings and Other Buildings,1002600
1759,2001,735,Miscellaneous Equipment Rental and Leasing,288160
1760,2001,736,Personnel Supply Services,3431820
1761,2001,737,"Computer Programming, Data Processing, and Other Computer Related Services",1987460
1762,2001,738,Miscellaneous Business Services,1769660
1763,2001,751,"Automotive Rental and Leasing, Without Drivers",213740
1764,2001,752,Automobile Parking,83540
1765,2001,753,Automotive Repair Shops,683640
1766,2001,754,"Automotive Services, Except Repair",257740
1767,2001,762,Electrical Repair Shops,106260
1768,2001,763,"Watch, Clock, and Jewelry Repair",5700
1769,2001,764,Reupholstery and Furniture Repair,22080
1770,2001,769,Miscellaneous Repair Shops and Related Services,232320
1771,2001,781,Motion Picture Production and Allied Services,257360
1772,2001,782,Motion Picture Distribution and Allied Services,16420
1773,2001,783,Motion Picture Theaters,132370
1774,2001,784,Video Tape Rental,159320
1775,2001,791,"Dance Studios, Schools, and Halls",33630
1776,2001,792,Theatrical Producers (except Motion Picture),175410
1777,2001,793,Bowling Centers,84020
1778,2001,794,Commercial Sports,147310
1779,2001,799,Miscellaneous Amusement and Recreation,1248860
1780,2001,801,Offices and Clinics of Doctors of Medicine,2046760
1781,2001,802,Offices and Clinics of Dentists,714580
1782,2001,803,Offices and Clinics of Doctors of Osteopathy,49740
1783,2001,804,Offices and Clinics of Other Health Practitioners,469150
1784,2001,805,Nursing and Personal Care Facilities,1861800
1785,2001,806,Hospitals,5054820
1786,2001,807,Medical and Dental Laboratories,224110
1787,2001,808,Home Health Care Services,658110
1788,2001,809,"Miscellaneous Health and Allied Services, not elsewhere classified",378870
1789,2001,811,Legal Services,1043680
1790,2001,821,Elementary and Secondary Schools,7985850
1791,2001,822,"Colleges, Universities, Professional Schools, and Junior Colleges",3168260
1792,2001,823,Libraries,26980
1793,2001,824,Vocational Schools,124520
1794,2001,829,"Schools and Educational Services, not elsewhere classified",226350
1795,2001,832,Individual and Family Social Services,879320
1796,2001,833,Job Training and Vocational Rehabilitation,310100
1797,2001,835,Child Day Care Services,715770
1798,2001,836,Residential Care,873090
1799,2001,839,"Social Services, not elsewhere classified",221620
1800,2001,841,Museums and Art Galleries,82990
1801,2001,842,Arboreta and Botanical or Zoological Gardens,27460
1802,2001,861,Business Associations,113150
1803,2001,862,Professional Membership Organizations,72180
1804,2001,863,Labor Unions and Similar Labor Organizations,142950
1805,2001,864,"Civic, Social, and Fraternal Associations",449930
1806,2001,865,Political Organizations,6370
1807,2001,866,Religious Organizations,164420
1808,2001,869,"Membership Organizations, not elsewhere classified",81550
1809,2001,871,"Engineering, Architectural, and Surveying",1033220
1810,2001,872,"Accounting, Auditing, and Bookkeeping Services",685180
1811,2001,873,"Research, Development, and Testing Services",669700
1812,2001,874,Management and Public Relations Services,1173700
1813,2001,899,"Services, not elsewhere classified",50510
1814,2001,901,Federal Executive Branch and United States Postal Service (OES designation),2596990
1815,2001,902,State Government (OES designation),2280890
1816,2001,903,Local Government (OES designation),5159880
1817,2000,71,Soil Preparation Services,4800
1818,2000,72,Crop Services,127220
1819,2000,74,Veterinary Services,222060
1820,2000,75,"Animal Services, Except Veterinary",58510
1821,2000,76,Farm Labor and Management Services,170600
1822,2000,78,Landscape and Horticultural Services,557350
1823,2000,101,Iron Ores,7480
1824,2000,102,Copper Ores,10450
1825,2000,103,Lead and Zinc Ores,2430
1826,2000,104,Gold and Silver Ores,11410
1827,2000,106,"Ferroalloy Ores, Except Vanadium",550
1828,2000,108,Metal Mining Services,2510
1829,2000,109,Miscellaneous Metal Ores,3010
1830,2000,122,Bituminous Coal and Lignite Mining,70030
1831,2000,123,Anthracite Mining,1010
1832,2000,124,Coal Mining Services,4850
1833,2000,131,Crude Petroleum and Natural Gas,123450
1834,2000,132,Natural Gas Liquids,3510
1835,2000,138,Oil and Gas Field Services,196510
1836,2000,141,Dimension Stone,6550
1837,2000,142,"Crushed and Broken Stone, Including Riprap",43580
1838,2000,144,Sand and Gravel,36410
1839,2000,145,"Clay, Ceramic, and Refractory Minerals",7060
1840,2000,147,Chemical and Fertilizer Mineral Mining,8880
1841,2000,148,"Nonmetallic Minerals Services, Except Fuels",1160
1842,2000,149,"Miscellaneous Nonmetallic Minerals, Except Fuels",4930
1843,2000,152,General Building Contractors-Residential,831460
1844,2000,153,Operative Builders,31280
1845,2000,154,General Building Contractors-Nonresidential,669030
1846,2000,161,"Highway and Street Construction, Except",308090
1847,2000,162,"Heavy Construction, Except Highway and Street",637650
1848,2000,171,"Plumbing, Heating and Air-Conditioning",948960
1849,2000,172,Painting and Paper Hanging,232650
1850,2000,173,Electrical Work,884180
1851,2000,174,"Masonry, Stonework, Tile Setting, and Plastering",571290
1852,2000,175,Carpentry and Floor Work,329740
1853,2000,176,"Roofing, Siding, and Sheet Metal Work",252140
1854,2000,177,Concrete Work,352470
1855,2000,178,Water Well Drilling,25920
1856,2000,179,Miscellaneous Special Trade Contractors,752110
1857,2000,201,Meat Products,515640
1858,2000,202,Dairy Products,145510
1859,2000,203,"Canned, Frozen, and Preserved Fruits, Vegetables, and Food Specialties",208650
1860,2000,204,Grain Mill Products,122430
1861,2000,205,Bakery Products,209350
1862,2000,206,Sugar and Confectionery Products,98050
1863,2000,207,Fats and Oils,28160
1864,2000,208,Beverages,186220
1865,2000,209,Miscellaneous Food Preparations and Kindred,178700
1866,2000,211,Cigarettes,20210
1867,2000,212,Cigars,2930
1868,2000,213,Chewing and Smoking Tobacco and Snuff,3020
1869,2000,214,Tobacco Stemming and Redrying,7140
1870,2000,221,"Broadwoven Fabric Mills, Cotton",59790
1871,2000,222,"Broadwoven Fabric Mills, Manmade Fiber and Silk",53890
1872,2000,223,"Broadwoven Fabric Mills, Wool (including Dyeing and Finishing)",8360
1873,2000,224,"Narrow Fabric and Other Smallwares Mills Cotton, Wool, Silk, and Manmade Fiber",18830
1874,2000,225,Knitting Mills,120100
1875,2000,226,"Dyeing and Finishing Textiles, Except Wool Fabrics",56520
1876,2000,227,Carpets and Rugs,65060
1877,2000,228,Yarn and Thread Mills,79170
1878,2000,229,Miscellaneous Textile Goods,54660
1879,2000,231,"Men's and Boys' Suits, Coats, and Overcoats",18140
1880,2000,232,"Men's and Boys' Furnishings, Work Clothing, and Allied Garments",126180
1881,2000,233,"Women's, Misses', and Juniors' Outerwear",169930
1882,2000,234,"Women's, Misses', Children's, and Infants' Undergarments",19220
1883,2000,235,"Hats, Caps, and Millinery",13770
1884,2000,236,"Girls', Children's, and Infants' Outerwear",12950
1885,2000,237,Fur Goods,680
1886,2000,238,Miscellaneous Apparel and Accessories,27890
1887,2000,239,Miscellaneous Fabricated Textile Products,212560
1888,2000,241,Logging,78220
1889,2000,242,"Sawmills and Planing Mills, General",176860
1890,2000,243,"Millwork, Veneer, Plywood, and Structural Wood",329830
1891,2000,244,Wood Containers,57590
1892,2000,245,Wood Buildings and Mobile Homes,81200
1893,2000,249,Miscellaneous Wood Products,81260
1894,2000,251,Household Furniture,285820
1895,2000,252,Office Furniture,80360
1896,2000,253,Public Building and Related Furniture,52540
1897,2000,254,"Partitions, Shelving, Lockers, and Office And",90980
1898,2000,259,Miscellaneous Furniture and Fixtures,41540
1899,2000,261,Pulp Mills,10480
1900,2000,262,Paper Mills,133090
1901,2000,263,Paperboard Mills,44890
1902,2000,265,Paperboard Containers and Boxes,219450
1903,2000,267,"Converted Paper and Paperboard Products, Except Containers and Boxes",241320
1904,2000,271,"Newspapers Publishing, or Publishing and Printing",444310
1905,2000,272,"Periodicals Publishing, or Publishing and Printing",147720
1906,2000,273,Books,123580
1907,2000,274,Miscellaneous Publishing,95150
1908,2000,275,Commercial Printing,557970
1909,2000,276,Manifold Business Forms,41990
1910,2000,277,Greeting Cards,24660
1911,2000,278,"Blankbooks, Looseleaf Binders, and Bookbinding",57230
1912,2000,279,Service Industries For The Printing Trade,45460
1913,2000,281,Industrial Inorganic Chemicals,95160
1914,2000,282,"Plastics Materials and Synthetic Resins, Synthetic Rubber, Cellulosic and Other Manmade Fibers, Except Glass",150840
1915,2000,283,Drugs,312690
1916,2000,284,"Soap, Detergents, and Cleaning Preparations; Perfumes, Cosmetics, and Other Toilet Preparations",156010
1917,2000,285,"Paints, Varnishes, Lacquers, Enamels, and Allied Products",50710
1918,2000,286,Industrial Organic Chemicals,118560
1919,2000,287,Agricultural Chemicals,48660
1920,2000,289,Miscellaneous Chemical Products,92010
1921,2000,291,Petroleum Refining,80690
1922,2000,295,Asphalt Paving and Roofing Materials,30150
1923,2000,299,Miscellaneous Products of Petroleum and Coal,13240
1924,2000,301,Tires and Inner Tubes,73300
1925,2000,302,Rubber and Plastics Footwear,2530
1926,2000,305,"Gaskets, Packing, and Sealing Devices and Rubber",74290
1927,2000,306,"Fabricated Rubber Products, Not Elsewhere",106650
1928,2000,308,Miscellaneous Plastics Products,743580
1929,2000,311,Leather Tanning and Finishing,8830
1930,2000,313,Boot and Shoe Cut Stock and Findings,1090
1931,2000,314,"Footwear, Except Rubber",27810
1932,2000,315,Leather Gloves and Mittens,1900
1933,2000,316,Luggage,9460
1934,2000,317,Handbags and Other Personal Leather Goods,7590
1935,2000,319,"Leather Goods, not elsewhere classified",10000
1936,2000,321,Flat Glass,13070
1937,2000,322,"Glass and Glassware, Pressed or Blown",67620
1938,2000,323,"Glass Products, Made of Purchased Glass",64580
1939,2000,324,"Cement, Hydraulic",17380
1940,2000,325,Structural Clay Products,32540
1941,2000,326,Pottery and Related Products,38800
1942,2000,327,"Concrete, Gypsum, and Plaster Products",245300
1943,2000,328,Cut Stone and Stone Products,19780
1944,2000,329,"Abrasive, Asbestos, and Miscellaneous",74030
1945,2000,331,"Steel Works, Blast Furnaces, and Rolling And",222210
1946,2000,332,Iron and Steel Foundries,121940
1947,2000,333,Primary Smelting and Refining of Nonferrous Metals,31810
1948,2000,334,Secondary Smelting and Refining of Nonferrous Metals,14920
1949,2000,335,"Rolling, Drawing, and Extruding of Nonferrous Metals",179880
1950,2000,336,Nonferrous Foundries (Castings),94070
1951,2000,339,Miscellaneous Primary Metal Products,26840
1952,2000,341,Metal Cans and Shipping Containers,34550
1953,2000,342,"Cutlery, Handtools, and General Hardware",117970
1954,2000,343,"Heating Equipment, Except Electric and Warm Air; and Plumbing Fixtures",59000
1955,2000,344,Fabricated Structural Metal Products,503930
1956,2000,345,"Screw Machine Products, and Bolts, Nuts, Screws, Rivets, and Washers",105770
1957,2000,346,Metal Forgings and Stampings,253460
1958,2000,347,"Coating, Engraving, and Allied Services",149600
1959,2000,348,"Ordnance and Accessories, Except Vehicles and Guided Missiles",34500
1960,2000,349,Miscellaneous Fabricated Metal Products,278030
1961,2000,351,Engines and Turbines,77070
1962,2000,352,Farm and Garden Machinery and Equipment,97450
1963,2000,353,"Construction, Mining, and Materials Handling",237710
1964,2000,354,Metalworking Machinery and Equipment,330800
1965,2000,355,"Special Industry Machinery, Except Metalworking",170880
1966,2000,356,General Industrial Machinery and Equipment,250620
1967,2000,357,Computer and Office Equipment,355830
1968,2000,358,Refrigeration and Service Industry Machinery,208250
1969,2000,359,Miscellaneous Industrial and Commercial Machinery and Equipment,374870
1970,2000,361,Electric Transmission and Distribution Equipment,85830
1971,2000,362,Electrical Industrial Apparatus,150960
1972,2000,363,Household Appliances,106290
1973,2000,364,Electric Lighting and Wiring Equipment,187690
1974,2000,365,"Household Audio and Video Equipment, and Audio Recordings",76230
1975,2000,366,Communications Equipment,284500
1976,2000,367,Electronic Components and Accessories,718340
1977,2000,369,"Miscellaneous Electrical Machinery, Equipment, and Supplies",139040
1978,2000,371,Motor Vehicles and Motor Vehicle Equipment,1012990
1979,2000,372,Aircraft and Parts,466640
1980,2000,373,Ship and Boat Building and Repairing,166380
1981,2000,374,Railroad Equipment,31920
1982,2000,375,"Motorcycles, Bicycles, and Parts",18640
1983,2000,376,Guided Missiles and Space Vehicles and Parts,68640
1984,2000,379,Miscellaneous Transportation Equipment,62360
1985,2000,381,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems, Instruments, and Equipment",145990
1986,2000,382,"Laboratory Apparatus and Analytical, Optical, Measuring, and Controlling Instruments",311380
1987,2000,384,"Surgical, Medical, and Dental Instruments and Supplies",285770
1988,2000,385,Ophthalmic Goods,32000
1989,2000,386,Photographic Equipment and Supplies,68450
1990,2000,387,"Watches, Clocks, Clockwork Operated Devices, and Parts",3880
1991,2000,391,"Jewelry, Silverware, and Plated Ware",48500
1992,2000,393,Musical Instruments,16360
1993,2000,394,"Dolls, Toys, Games and Sporting and Athletic",101000
1994,2000,395,"Pens, Pencils, and Other Artists' Materials",29810
1995,2000,396,"Costume Jewelry, Costume Novelties, Buttons, and Miscellaneous Notions, Ecept Precious Metal",16480
1996,2000,399,Miscellaneous Manufacturing Industries,178570
1997,2000,401,Railroads,222740
1998,2000,411,Local and Suburban Passenger Transportation,233660
1999,2000,412,Taxicabs,31730
2000,2000,413,Intercity and Rural Bus Transportation,24240
2001,2000,414,Bus Charter Service,38380
2002,2000,415,School Buses,163530
2003,2000,417,Terminal and Service Facilities For Motor Vehicle Passenger Transportation,1240
2004,2000,421,"Trucking and Courier Services, Except Air",1636440
2005,2000,422,Public Warehousing and Storage,213200
2006,2000,423,Terminal and Joint Terminal Maintenance,8460
2007,2000,441,Deep Sea Foreign Transportation of Freight,14210
2008,2000,442,Deep Sea Domestic Transportation of Freight,6420
2009,2000,443,Freight Transportation On The Great Lakes-St. Lawrence Seaway,1920
2010,2000,444,"Water Transportation of Freight, not elsewhere classified",14680
2011,2000,448,Water Transportation of Passengers,25480
2012,2000,449,Services Incidental To Water Transportation,128390
2013,2000,451,"Air Transportation, Scheduled, and Air Courier",1146020
2014,2000,452,"Air Transportation, Nonscheduled",48650
2015,2000,458,"Airports, Flying Fields, and Airport Terminal Services",144780
2016,2000,461,"Pipelines, Except Natural Gas",13230
2017,2000,472,Arrangement of Passenger Transportation,219790
2018,2000,473,Arrangement of Transportation of Freight and Cargo,197640
2019,2000,474,Rental of Railroad Cars,1930
2020,2000,478,Miscellaneous Services Incidental To Transportation,54480
2021,2000,481,Telephone Communications,1207270
2022,2000,482,Telegraph and Other Message Communications,14780
2023,2000,483,Radio and Television Broadcasting Stations,259010
2024,2000,484,Cable and Other Pay Television Services,221040
2025,2000,489,"Communications Services, not elsewhere classified",19860
2026,2000,491,Electric Services,362100
2027,2000,492,Gas Production and Distribution,127700
2028,2000,493,"Combination Electric and Gas, and Other Utility Services",150670
2029,2000,494,Water Supply,33550
2030,2000,495,Sanitary Services,175120
2031,2000,496,Steam and Air-Conditioning Supply,1540
2032,2000,497,Irrigation Systems,2390
2033,2000,501,Motor Vehicles and Motor Vehicle Parts and Supplies,522450
2034,2000,502,Furniture and Home Furnishings,177360
2035,2000,503,Lumber and Other Construction Materials,293540
2036,2000,504,Professional and Commercial Equipment and Supplies,947530
2037,2000,505,"Metals and Minerals, Except Petroleum",161600
2038,2000,506,Electrical Goods,599770
2039,2000,507,"Hardware, and Plumbing and Heating Equipment",320670
2040,2000,508,"Machinery, Equipment, and Supplies",843890
2041,2000,509,Miscellaneous Durable Goods,344200
2042,2000,511,Paper and Paper Products,271650
2043,2000,512,"Drugs, Drug Proprietaries, and Druggists' Sundries",267370
2044,2000,513,"Apparel, Piece Goods, and Notions",215880
2045,2000,514,Groceries and Related Products,947470
2046,2000,515,Farm-Product Raw Materials,103420
2047,2000,516,Chemicals and Allied Products,162440
2048,2000,517,Petroleum and Petroleum Products,151670
2049,2000,518,"Beer, Wine, and Distilled Alcoholic Beverages",165120
2050,2000,519,Miscellaneous Non-Durable Goods,545540
2051,2000,521,Lumber and Other Building Materials Dealers,625710
2052,2000,523,"Paint, Glass and Wallpaper Stores",63430
2053,2000,525,Hardware Stores,170260
2054,2000,526,"Retail Nurseries, Lawn and Garden Supply Stores",97370
2055,2000,527,Mobile Home Dealers,41700
2056,2000,531,Department Stores,2585350
2057,2000,533,Variety Stores,157550
2058,2000,539,Miscellaneous General Merchandise Stores,192450
2059,2000,541,Grocery Stores,3055660
2060,2000,542,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",47800
2061,2000,543,Fruit and Vegetable Markets,30860
2062,2000,544,"Candy, Nut, and Confectionery Stores",36340
2063,2000,545,Dairy Products Stores,12990
2064,2000,546,Retail Bakeries,198260
2065,2000,549,Miscellaneous Food Stores,87570
2066,2000,551,Motor Vehicle Dealers (New and Used),1115980
2067,2000,552,Motor Vehicle Dealers (Used Only),106310
2068,2000,553,Auto and Home Supply Stores,414140
2069,2000,554,Gasoline Service Stations,646650
2070,2000,555,Boat Dealers,41780
2071,2000,556,Recreational Vehicle Dealers,32200
2072,2000,557,Motorcycle Dealers,45060
2073,2000,559,"Automotive Dealers, not elsewhere classified",12150
2074,2000,561,Men's and Boys' Clothing and Accessory Stores,82020
2075,2000,562,Women's Clothing Stores,280460
2076,2000,563,Women's Accessory and Specialty Stores,58260
2077,2000,564,Children's and Infants' Wear Stores,55100
2078,2000,565,Family Clothing Stores,464510
2079,2000,566,Shoe Stores,191430
2080,2000,569,Miscellaneous Apparel and Accessory Stores,67650
2081,2000,571,Home Furniture and Furnishings Stores,577650
2082,2000,572,Household Appliance Stores,74120
2083,2000,573,"Radio, Television, Consumer Electronics, and Music Stores",487970
2084,2000,581,Eating and Drinking Places,8161010
2085,2000,591,Drug Stores and Proprietary Stores,671360
2086,2000,592,Liquor Stores,114880
2087,2000,593,Used Merchandise Stores,132570
2088,2000,594,Miscellaneous Shopping Goods Stores,1132170
2089,2000,596,Nonstore Retailers,421710
2090,2000,598,Fuel Dealers,94310
2091,2000,599,"Retail Stores, not elsewhere classified",553980
2092,2000,601,Central Reserve Depository Institutions,20760
2093,2000,602,Commercial Banks,1418360
2094,2000,603,Savings Institutions,251430
2095,2000,606,Credit Unions,195410
2096,2000,608,Foreign Banking and Branches and Agencies of Foreign Banks,25190
2097,2000,609,Functions Related To Depository Banking,105730
2098,2000,611,Federal and Federally-Sponsored Credit Agencies,19850
2099,2000,614,Personal Credit Institutions,210480
2100,2000,615,Business Credit Institutions,142390
2101,2000,616,Mortgage Bankers and Brokers,307360
2102,2000,621,"Security Brokers, Dealers, and Flotation Companies",571950
2103,2000,622,Commodity Contracts Brokers and Dealers,17140
2104,2000,623,Security and Commodity Exchanges,9080
2105,2000,628,Services Allied With The Exchange of Securities,176840
2106,2000,631,Life Insurance,358750
2107,2000,632,Accident and Health Insurance and Medical,377480
2108,2000,633,"Fire, Marine, and Casualty Insurance",544390
2109,2000,635,Surety Insurance,22590
2110,2000,636,Title Insurance,77300
2111,2000,637,"Pension, Health, and Welfare Funds",65710
2112,2000,639,"Insurance Carriers, not elsewhere classified",5140
2113,2000,641,"Insurance Agents, Brokers, and Service",761550
2114,2000,651,Real Estate Operators (Except Developers) and Lessors,593080
2115,2000,653,Real Estate Agents and Managers,752340
2116,2000,654,Title Abstract Offices,42250
2117,2000,655,Land Subdividers and Developers,126830
2118,2000,671,Holding Offices,106740
2119,2000,672,Investment Offices,27890
2120,2000,673,Trusts,55710
2121,2000,679,Miscellaneous Investing,57360
2122,2000,701,Hotels and Motels,1824930
2123,2000,702,Rooming and Boarding Houses,6570
2124,2000,703,Camps and Recreational Vehicle Parks,41260
2125,2000,704,"Organization Hotels and Lodging Houses, On Membership Basis",11090
2126,2000,721,"Laundry, Cleaning, and Garment Services",441240
2127,2000,722,"Photographic Studios, Portrait",77420
2128,2000,723,Beauty Shops,432280
2129,2000,724,Barber Shops,10270
2130,2000,725,Shoe Repair Shops and Shoeshine Parlors,3580
2131,2000,726,Funeral Service and Crematories,104160
2132,2000,729,Miscellaneous Personal Services,201200
2133,2000,731,Advertising,305670
2134,2000,732,"Consumer Credit Reporting Agencies, Mercantile",159320
2135,2000,733,"Mailing, Reproduction, Commercial Art and Photography, and Stenographic Services",332510
2136,2000,734,Services To Dwellings and Other Buildings,1016340
2137,2000,735,Miscellaneous Equipment Rental and Leasing,280870
2138,2000,736,Personnel Supply Services,3949220
2139,2000,737,"Computer Programming, Data Processing, and Other Computer Related Services",2243030
2140,2000,738,Miscellaneous Business Services,1835710
2141,2000,751,"Automotive Rental and Leasing, Without Drivers",223420
2142,2000,752,Automobile Parking,80430
2143,2000,753,Automotive Repair Shops,673390
2144,2000,754,"Automotive Services, Except Repair",250840
2145,2000,762,Electrical Repair Shops,104280
2146,2000,763,"Watch, Clock, and Jewelry Repair",5770
2147,2000,764,Reupholstery and Furniture Repair,23480
2148,2000,769,Miscellaneous Repair Shops and Related Services,234170
2149,2000,781,Motion Picture Production and Allied Services,289510
2150,2000,782,Motion Picture Distribution and Allied Services,16920
2151,2000,783,Motion Picture Theaters,123600
2152,2000,784,Video Tape Rental,160160
2153,2000,791,"Dance Studios, Schools, and Halls",32060
2154,2000,792,Theatrical Producers (except Motion Picture),177150
2155,2000,793,Bowling Centers,84140
2156,2000,794,Commercial Sports,142260
2157,2000,799,Miscellaneous Amusement and Recreation,1315910
2158,2000,801,Offices and Clinics of Doctors of Medicine,1970070
2159,2000,802,Offices and Clinics of Dentists,694470
2160,2000,803,Offices and Clinics of Doctors of Osteopathy,49180
2161,2000,804,Offices and Clinics of Other Health Practitioners,446990
2162,2000,805,Nursing and Personal Care Facilities,1817470
2163,2000,806,Hospitals,4913090
2164,2000,807,Medical and Dental Laboratories,213380
2165,2000,808,Home Health Care Services,636060
2166,2000,809,"Miscellaneous Health and Allied Services, not elsewhere classified",362210
2167,2000,811,Legal Services,1021450
2168,2000,821,Elementary and Secondary Schools,7758130
2169,2000,822,"Colleges, Universities, Professional Schools, and Junior Colleges",3062820
2170,2000,823,Libraries,25160
2171,2000,824,Vocational Schools,126070
2172,2000,829,"Schools and Educational Services, not elsewhere classified",214160
2173,2000,832,Individual and Family Social Services,821890
2174,2000,833,Job Training and Vocational Rehabilitation,306670
2175,2000,835,Child Day Care Services,699970
2176,2000,836,Residential Care,818290
2177,2000,839,"Social Services, not elsewhere classified",209240
2178,2000,841,Museums and Art Galleries,82410
2179,2000,842,Arboreta and Botanical or Zoological Gardens,25500
2180,2000,861,Business Associations,115230
